0
//Type	Name                               
393   	"Card Box (10)"                      
394   	"Attack Elf Conversion Order"        
395   	"Support Elf Conversion Order"       
396   	"Attack MG Conversion Order"         
397   	"Magic MG Conversion Order"          
398   	"Attribute Talisman Box"             
399   	"(Hero) Bloodangel Spirit"           
400   	"Ruud Box (10)"                      
401   	"Ruud Box (50)"                      
402   	"Ruud Box (100)"                     
403   	"Labyrinth Box (Lower)"              
404   	"Labyrinth Box (Medium)"             
405   	"Labyrinth Box (Higher)"             
406   	"Intermediate Mastery Weapon Box"    
407   	"Speed Server Competition Box"       
408   	"[Jewel Bingo] Lower Box"            
409   	"[Jewel Bingo] Intermediate Box"     
410   	"[Jewel Bingo] Advanced Box"         
411   	"[Jewel Bingo] Premium Box"          
412   	"Intermediate Mastery Armor Box"     
413   	"Miracle Coin"                       
414   	"Compensation Box A"                 
415   	"Awakening"                          
416   	"Holyangel Anvil"                    
417   	"Bloodangel Conversion Mark"         
418   	"[PC] Intermediate Mastery Weapo"    
419   	"[PC] Intermediate Mastery Armor"    
420   	"[Bind] Stone of Mystery"            
421   	"Second Wing Box"                    
422   	"Third Wing Box"                     
423   	"[Baseball] Lower Case"              
424   	"[Baseball] Intermediate Box"        
425   	"[Baseball] Senior Box"              
426   	"60-Day Mastery Armor Box"           
427   	"30-Day Mastery Armor Box"           
428   	"3-Day Mastery Armor Box"            
429   	"[Bound] +11 Third Wing Box"         
430   	"Elena's Letter"                     
431   	"Dimensional Key"                    
432   	"Life Medicine"                      
433   	"Mana Medicine"                      
434   	"Speed Medicine"                     
435   	"Power Medicine"                     
436   	"Spell Medicine"                     
437   	"Defense Medicine"                   
438   	"Fungus of Death"                    
439   	"Dragee of Strength"                 
440   	"Compensation Box B"                 
441   	"Lapidary Stone Box"                 
442   	"Shiny Earring Box (Left)"           
443   	"Shiny Earring Box (Right)"          
444   	"Power Chicken Drink"                
445   	"Box of Blessing"                    
446   	"[Event] Ruud Box"                   
447   	"Ruud Box (2000)"                    
448   	"Ruud Box (3000)"                    
449   	"Cold Marriage"                      
450   	"Soul Moru"                          
451   	"[Event] Ruud Box (2nd Week)"        
452   	"60-Day Mastery Weapon Box"          
453   	"Switch Scroll"                      
454   	"[Speed] Earring Box (Left)"         
455   	"Small Gift Box"                     
456   	"Plain Gift Box"                     
457   	"Luxury Gift Box"                    
458   	"Ancestral Frame"                    
459   	"Monster Soul"                       
460   	"[Lvl1] Monster Soul Converter"      
461   	"[Lvl2] Monster Soul Converter"      
462   	"[Lvl3] Monster Soul Converter"      
463   	"[Lvl4] Monster Soul Converter"      
464   	"[Lvl5] Monster Soul Converter"      
465   	"Guardian Capsule"                   
466   	"Sculpture"                          
467   	"Guardian Enhanced Stone"            
468   	"Elite Guardian Enhanced"            
469   	"Guardian Elite Opt Change Pcs"      
470   	"Guardian Elite Opt Change Seal"     
471   	"Sealed Armor Sculpture"             
472   	"Scratched Bloodangel Helmet"        
473   	"Scratched Bloodangel Armor"         
474   	"Scratched Bloodangel Pants"         
475   	"Scratched Bloodangel Gloves"        
476   	"Scratched Bloodangel Boots"         
477   	"Seal of Ghost Horses"               
478   	"Morse Treasure Chest"               
479   	"Morse Treasure Winning Ticket"      
480   	"[Lvl 1] Soul Converter Box"         
481   	"[Lvl 2] Soul Converter Box"         
482   	"[Lvl 3] Soul Converter Box"         
483   	"[Lvl 4] Soul Converter Box"         
484   	"[Lvl 5] Soul Converter Box"         
485   	"Ruud Box (500)"                     
486   	"Ruud Box (1500)"                    
489   	"Ruud Box (400)"                     
490   	"[TEST] Mastery Armor Box"           
491   	"[TEST] Mastery Weapon Box"          
492   	"Shining Guardian Capsule"           
493   	"Term Wing Box"                      
494   	"Ancestral Spirit"                   
495   	"Blue Eye Anvil"                     
496   	"30 Day Mastery Weapon Box"          
497   	"Glory of Honor"                     
498   	"Ice Dragon Seal"                    
499   	"Offensive Knight Conversion Ord"    
500   	"Defensive Knight Conversion Ord"    
501   	"Manticore Soul"                     
502   	"Silver Heart Anvil"                 
503   	"Maple Play Box"                     
504   	"Maple Leaf"                         
505   	"Luminous Errtel Capsule (Fire)"     
506   	"Luminous Errtel Capsule (Water)"    
507   	"Luminous Errtel Capsule (Earth)"    
508   	"Luminous Errtel Capsule (Wind)"     
509   	"Luminous Errtel Capsule (Darkne"    
510   	"Pierce Lion's Seal"              
end

15
//Type	Name                                 
0     	"Scroll of Poison"                   
1     	"Scroll of Meteorite"                
2     	"Scroll of Lighting"                 
3     	"Scroll of Fire Ball"                
4     	"Scroll of Flame"                    
5     	"Scroll of Teleport"                 
6     	"Scroll of Ice"                      
7     	"Scroll of Twister"                  
8     	"Scroll of Evil Spirit"              
9     	"Scroll of Hellfire"                 
10    	"Scroll of Power Wave"               
11    	"Scroll of Aqua Beam"                
12    	"Scroll of Cometfall"                
13    	"Scroll of Inferno"                  
14    	"Scroll of Teleport Ally"            
15    	"Scroll of Soul Barrier"             
16    	"Scroll of Decay"                    
17    	"Scroll of Ice Storm"                
18    	"Scroll of Nova"                     
19    	"Chain Lightning Parchment"          
20    	"Drain Life Parchment"               
21    	"Lightning Shock Parchment"          
22    	"Damage Reflection Parchment"        
23    	"Berserker Parchment"                
24    	"Sleep Parchment"                    
26    	"Weakness Parchment"                 
27    	"Innovation Parchment"               
28    	"Scroll of Wizardry Enhance"         
29    	"Scroll of Gigantic Storm"           
30    	"Chain Drive Parchment"              
31    	"Dark Side Parchment"                
32    	"Dragon Roar Parchment"              
33    	"Dragon Slasher Parchment"           
34    	"Ignore Defense Parchment"           
35    	"Increase Health Parchment"          
36    	"Increase Block Parchment"           
37    	"Magic Arrow Act"                    
38    	"Plasma Ball Act"                    
39    	"Lightning Storm Act"                
40    	"Burst Act"                          
41    	"Haste Act"                          
42    	"Explosion Parchment"                
43    	"Requiem Parchment"                  
44    	"Perlution Parchment"                
45    	"Death Scythe Parchment"             
46    	"Darkness Parchment"                 
47    	"Shining Bird Law Book"              
48    	"Dragon Violent Law Book"            
49    	"Spear Storm Law Book"               
50    	"Reflection Barrier Book"            
51    	"Marvel Burst Law Book"              
52    	"Unleash Marvel's Book"              
53    	"Ultimate Force Law Book"            
54    	"Beginner's Treatment Bead"          
55    	"Beginner Defense Enhancement Be"    
56    	"Beginner Attack Power Enhanceme"    
57    	"Beginner Recovery Bead"             
58    	"Beginner Bless Bead"                
59    	"Fixed Fire Bead"                    
end	
	
16	
//Type	Name                                 
0     	"Pinocchio"                          
1     	"Pinocchio (Evolved)"                
2     	"Geppetto"                           
3     	"Geppetto (Evolved)"                 
4     	"Blue Fairy"                         
5     	"Blue Fairy (Evolved)"               
6     	"Papa Bear"                          
7     	"Papa Bear (Evolved)"                
8     	"Baby Bear"                          
9     	"Baby Bear (Evolved)"                
10    	"Mama Bear"                          
11    	"Mama Bear (Evolved)"                
12    	"Woody"                              
13    	"Woody (Evolved)"                    
14    	"Treasure Chest"                     
15    	"Treasure Chest (Evolved)"           
16    	"Treasure Hunter"                    
17    	"Treasure Hunter (Evolved)"          
18    	"Tree Elf"                           
19    	"Tree Elf (Evolved)"                 
20    	"Grass Fairy"                        
21    	"Grass Fairy (Evolved)"              
22    	"Leaf Mage"                          
23    	"Leaf Mage (Evolved)"                
24    	"Samba Girl"                         
25    	"Samba Girl (Evolved)"               
26    	"Rio"                                
27    	"Rio (Evolved)"                      
28    	"Bateria"                            
29    	"Bateria (Evolved)"                  
30    	"Reporter"                           
31    	"Dragon Articles"                    
32    	"Tiger"                              
33    	"Tiger (Evolved)"                    
34    	"Libra"                              
35    	"Libra (Evolved)"                    
36    	"Scorpio"                            
37    	"Scorpio (Evolved)"                  
38    	"Rabbit"                             
39    	"Rabbit (Evolved)"                   
40    	"Kaolin"                             
41    	"Chicken"                            
42    	"Chicken (Evolved)"                  
43    	"Rooster"                            
44    	"Rooster (Evolved)"                  
45    	"Angry Rooster"                      
46    	"Angry Rooster (Evolved)"            
47    	"Lion"                               
48    	"Lion (Evolved)"                     
49    	"Knight Instructor"                  
50    	"Knight Instructor (Evolved)"        
51    	"Blackbeard"                         
52    	"Blackbeard (Evolved)"               
53    	"Toy Robot"                          
54    	"Toy Robot (Evolved)"                
55    	"Adventure cat"                      
56    	"Adventure cat (Evolved)"            
57    	"Dike"                               
58    	"Dike (Evolved)"                     
59    	"Rainy Girl"                         
60    	"Rainy Girl (Evolved)"               
61    	"Scarecrow"                          
62    	"Scarecrow (Evolved)"                
63    	"Zombie Articles"                    
64    	"Zombie Articles (Evolved)"          
65    	"Mr. Fishing King"                   
66    	"Mr. Fishing King (Evolved)"         
67    	"Snow Fairy"                         
68    	"Snow Fairy (Evolved)"               
69    	"Prince"                             
70    	"Rex Millon"                         
71    	"Dodo Poodle"                        
72    	"Dodo Poodle (Evolved)"              
73    	"Shinan Beagle"                      
74    	"Shinan Beagle (Evolved)"            
75    	"Angry Bulldog"                      
76    	"Angry Bulldog (Evolved)"            
77    	"Skier"                              
78    	"Scythe (Evolved)"                   
79    	"Figure Queen"                       
80    	"Figure Queen (Evolved)"             
81    	"Hockey Bear"                        
82    	"Hockey Bear (Evolved)"              
83    	"Pilot"                              
84    	"Pilot (Evolved)"                    
85    	"Super Panda"                        
86    	"Super Panda (Evolved)"              
87    	"Belly Dancer"                       
88    	"Belly Dancer (Evolved)"             
89    	"Strong Captain"                     
90    	"Strong Captain (Evolved)"           
91    	"Strong Keeper"                      
92    	"Strong Keeper (Evolved)"            
93    	"Supreme Referee"                    
94    	"Supreme Referee (Evolved)"          
95    	"Hip-Hop Dino"                       
96    	"Hip-Hop Dino (Evolved)"             
97    	"Beach Girl"                         
98    	"Beach Girl (Evolved)"               
99    	"Bead Master"                        
100   	"Bead Master (Evolved)"              
101   	"Hangul King"                        
102   	"Hangul (Evolved)"                   
103   	"Apple Sword"                        
104   	"Apple Sword (Evolved)"              
105   	"Flying Bread"                       
106   	"Flying Bread (Evolved)"             
107   	"The Great Fairy Kara"               
108   	"Great Wizard Eithamu"               
109   	"Bell"                               
110   	"Lapa"                               
111   	"Lapa (Evolved)"                     
112   	"Knicks"                             
113   	"Knicks (Evolved)"                   
114   	"Serufan"                            
115   	"Serufan (Evolved)"                  
116   	"Medusa"                             
117   	"Medusa (Evolved)"                   
118   	"Balrog"                             
119   	"Balrog (Evolved)"                   
120   	"Hellmine"                           
121   	"Hellmine (Evolved)"                 
122   	"Kundun"                             
123   	"Kundun (Evolved)"                   
124   	"Hydra"                              
125   	"Hydra (Evolved)"                    
126   	"Lord Silvester"                     
127   	"Lord Silvester (Evolved)"           
128   	"Nightmare"                          
129   	"Nightmare (Evolved)"                
130   	"Dark Phoenix"                       
131   	"Dark Phoenix (Evolved)"             
132   	"Kailuku"                            
133   	"Kairuku (Evolved)"                  
134   	"Legendary Warlock"                  
135   	"The Fairy Guardian"                 
136   	"Desmodus"                           
137   	"Desmodus (Evolved)"                 
138   	"Fairy Queen Runedil"                
139   	"Magician Gaion Karein"              
140   	"Fighter"                            
141   	"Fighter (Evolved)"                  
142   	"Flower Leader Leah"                 
143   	"Flower Leader Leah (Evolved)"       
144   	"Shadow Phantom"                     
145   	"Shadow Phantom (Evolved)"           
146   	"Warehouse Guardian"                 
147   	"Warehouse Guardian (Evolved)"       
148   	"Fairy Lara"                         
149   	"Fairy Lara (Evolved)"               
150   	"Tablet's Elpis"                     
151   	"Magic Swordsman Muren Rexmillon"    
152   	"Uma King"                           
153   	"Uma King (Evolved)"                 
154   	"Dandelion Fairy"                    
155   	"Dandelion Fairy (Evolved)"          
156   	"Sea Lifeguard"                      
157   	"Sea Lifeguard (Evolved)"            
158   	"Night Song Fairy"                   
159   	"Night Song Fairy (Evolved)"         
160   	"Snowboarder"                        
161   	"Snowboarder (Evolved)"              
162   	"Ambassador"                         
163   	"Gargoyle"                           
164   	"Lemuria & Kundun"                   
165   	"Panda Tao"                          
166   	"Elemental Elf"                      
167   	"Illusion Knight Jacquard"           
168   	"Rage Fighter"                       
211   	"Evolution Stone"                    
212   	"Luki"                               
213   	"Luki (Evolved)"                     
214   	"Tony"                               
215   	"Tony (Evolved)"                     
216   	"Nymph"                              
217   	"Nymph (Evolved)"                    
218   	"Safi"                               
219   	"Safi (Evolved)"                     
223   	"William"                            
224   	"William (Evolved)"                  
225   	"Paul"                               
226   	"Paul (Evolved)"                     
227   	"Chiron"                             
228   	"Chiron (Evolved)"                   
229   	"Wooparoo"                           
230   	"Wooparoo (Evolved)"                 
231   	"Tibetton"                           
232   	"Tibetton (Evolved)"                 
233   	"Witch"                              
234   	"Witch (Evolved)"                    
235   	"Skull"                              
236   	"Skull (Evolved)"                    
237   	"Pumpkie"                            
238   	"Pumpkie (Evolved)"                  
239   	"Muun Energy Converter"              
240   	"Wizardry Stone"                     
241   	"Savath"                             
242   	"Savath (Evolved)"                   
243   	"Lycan"                              
244   	"Lycan (Evolved)"                    
245   	"Torby"                              
246   	"Torby (Evolved)"                    
252   	"Seiren"                             
253   	"Seiren (Evolved)"                   
254   	"Behemoth"                           
255   	"Behemoth (Evolved)"                 
256   	"Loggle"                             
257   	"Loggle (Evolved)"                   
258   	"Mino"                               
259   	"Mino (Evolved)"                     
260   	"Hound"                              
261   	"Hound (Evolved)"                    
262   	"Trive"                              
263   	"Trive (Evolved)"                    
264   	"Vogan"                              
265   	"Vogan (Evolved)"                    
266   	"Cyclop"                             
267   	"Cyclop (Evolved)"                   
270   	"Bonf"                               
271   	"Bonf (Evolved)"                     
272   	"Hawk"                               
273   	"Hawk (Evolved)"                     
274   	"Muty"                               
275   	"Muty (Evolved)"                     
278   	"Mantis"                             
279   	"Mantis (Evolved)"                   
280   	"Scolpy"                             
281   	"Scolpy (Evolved)"                   
282   	"Chafer"                             
283   	"Chafer (Evolved)"                   
284   	"Shogun"                             
285   	"Shogun (Evolved)"                   
286   	"Ninja"                              
287   	"Ninja (Evolved)"                    
288   	"Samurai"                            
289   	"Samurai (Evolved)"                  
290   	"Cosplay Girl"                       
291   	"Cosplay Girl (Evolved)"             
292   	"Cheer Girl"                         
293   	"Cheer Girl (Evolved)"               
294   	"Sporty Girl"                        
295   	"Sporty Girl (Evolved)"              
296   	"Baal"                               
297   	"Baal (Evolved)"                     
298   	"Gaap"                               
299   	"Gaap (Evolved)"                     
300   	"Taaf"                               
301   	"Taaf (Evolved)"                     
302   	"Frozen"                             
303   	"Frozen (Evolved)"                   
304   	"Lure"                               
305   	"Lure (Evolved)"                     
306   	"Fur Seal"                           
307   	"Fur Seal (Evolved)"                 
308   	"Lucky Rabbit"                       
309   	"Lucky Rabbit (Evolved)"             
310   	"Mooncake Rabbit"                    
311   	"Mooncake Rabbit (Evolved)"          
312   	"Mortar Rabbit"                      
313   	"Mortar Rabbit (Evolved)"            
314   	"Tarius"                             
315   	"Tarius (Evolved)"                   
316   	"Rainer"                             
317   	"Rainer (Evolved)"                   
318   	"Alkamo"                             
319   	"Alkamo (Evolved)"                   
320   	"Glacuse"                            
321   	"Glacuse (Evolved)"                  
322   	"Kenturion"                          
323   	"Kenturion (Evolved)"                
324   	"Rocka"                              
325   	"Rocka (Evolved)"                    
326   	"Repen"                              
327   	"Repen (Evolved)"                    
328   	"Pawn"                               
329   	"Pawn (Evolved)"                     
330   	"Griffs"                             
331   	"Griffs (Evolved)"                   
332   	"Polar Bear"                         
333   	"Polar Bear (Evolved)"               
334   	"Present"                            
335   	"Present (Evolved)"                  
336   	"Rocking Horse"                      
337   	"Rocking Horse (Evolved)"            
338   	"Aries"                              
339   	"Aries (Evolved)"                    
340   	"Lester"                             
341   	"Lester (Evolved)"                   
342   	"Merino"                             
343   	"Merino (Evolved)"                   
344   	"Splinter"                           
345   	"Splinter (Evolved)"                 
346   	"Mutation"                           
347   	"Mutation (Evolved)"                 
348   	"Fighter"                            
349   	"Fighter (Evolved)"                  
409   	"Heywood"                            
410   	"Heywood (Evolved)"                  
411   	"Branch"                             
412   	"Branch (Evolved)"                   
413   	"Hook"                               
414   	"Hook (Evolved)"                     
415   	"Carnifle"                           
416   	"Carnifle (Evolved)"                 
417   	"Mandora"                            
418   	"Mandora (Evolved)"                  
419   	"Treat"                              
420   	"Treat (Evolved)"                    
421   	"Rose Spirit"                        
422   	"Rose Spirit (Evolved)"              
423   	"Freesia Spirit"                     
424   	"Freesia Spirit (Evolved)"           
425   	"Cherry Blossom Spirit"              
426   	"Cherry Blossom Spirit (Evolved)"    
427   	"Gigantes"                           
428   	"Gigantes (Evolved)"                 
429   	"Mammoth"                            
430   	"Mammoth (Evolved)"                  
431   	"Walker"                             
432   	"Walker (Evolved)"                   
433   	"Surfing Girl"                       
434   	"Surfing Girl (Evolved)"             
435   	"Swim Tube Girl"                     
436   	"Swim Tube Girl (Evolved)"           
437   	"Snorkeling Girl"                    
438   	"Snorkeling Girl (Evolved)"          
439   	"Commander"                          
440   	"Commander (Evolved)"                
441   	"Lance Soldier"                      
442   	"Lance Soldier (Evolved)"            
443   	"Bow Soldier"                        
444   	"Bow Soldier (Evolved)"              
445   	"Hammer"                             
446   	"Hammer (Evolved)"                   
447   	"Refear"                             
448   	"Refear (Evolved)"                   
449   	"Axer"                               
450   	"Axer (Evolved)"                     
451   	"Pumpkin Girl"                       
452   	"Pumpkin Girl (Evolved)"             
453   	"Ghost"                              
454   	"Ghost (Evolved)"                    
455   	"Mummy Boy"                          
456   	"Mummy Boy (Evolved)"                
457   	"Chrysanthemum"                      
458   	"Chrysanthemum (Evolved)"            
459   	"Maple"                              
460   	"Maple (Evolved)"                    
461   	"Ginkgo"                             
462   	"Ginkgo (Evolved)"                   
463   	"Ghost (Evolved)"                    
464   	"Mummy Boy (Evolved)"                
477   	"[PC Cafe] Aries"                    
480   	"Toy Soldier"                        
481   	"Toy Soldier (Evolved)"              
482   	"Christmas Tree"                     
483   	"Christmas Tree (Evolved)"           
484   	"Snowman"                            
485   	"Snowman (Evolved)"                  
486   	"Busker Monkey"                      
487   	"Busker Monkey (Evolved)"            
488   	"DJ Monkey"                          
489   	"DJ Monkey (Evolved)"                
490   	"Space Monkey"                       
491   	"Space Monkey (Evolved)"             
492   	"Little Cupid"                       
493   	"Little Cupid (Evolved)"             
494   	"Chocolate Cookie"                   
495   	"Chocolate Cookie (Evolved)"         
496   	"Heart Girl"                         
497   	"Heart Girl (Evolved)"               
498   	"Candy Girl"                         
499   	"Candy Girl (Evolved)"               
500   	"Lollipop Mama"                      
501   	"Lollipop Mama (Evolved)"            
502   	"Sweet Muscle Man"                   
503   	"Sweet Muscle Man (Evolved)"         
504   	"Lion Mask"                          
505   	"Lion Mask (Evolved)"                
506   	"Bael"                               
507   	"Bael (Evolved)"                     
508   	"Snow Fairy"                         
509   	"Snow Fairy (Evolved)"               
510   	"Tempest Evolution Stone"            
end	
	
20	
//Type	Name                                 
39    	"Jasper Necklace"                    
40    	"Lapis Lazuli Necklace"              
41    	"Battle Jasper Necklace"             
42    	"Battle Lagoon Necklace"             
43    	"[Bound] Blood Angel Chaos Guild"    
44    	"[Bound] Dark Angel Chaos Guild "    
45    	"[Bound] Holy Angel Chaos Guild "    
46    	"[Bound] Soul Chaos Guild Charm "    
47    	"[Bound] Blue Eye Chaos Guild Ch"    
48    	"[Bound] Silver Heart Chaos Guil"    
49    	"[Bound] Manticore Chaos Guild C"    
50    	"[Bound] Blood Angel Chaos Guild"    
51    	"[Bound] Dark Angel Chaos Guild "    
52    	"[Bound] Holy Angel Chaos Guild "    
53    	"[Bound] Soul Chaos Guild Charm"     
54    	"[Bound] Blue Eye Chaos Guild Ch"    
55    	"[Bound] Silver Heart Chaos Guil"    
56    	"[Bound] Manticore Chaos Guild C"    
57    	"Gun Crusher Character Card"         
58    	"Sealed Blood Angel Armor of Twi"    
59    	"Sealed Blood Angel Helm of Twil"    
60    	"Sealed Blood Angel Pants of Twi"    
61    	"Sealed Blood Angel Gloves of Tw"    
62    	"Sealed Blood Angel Armor of Lib"    
63    	"Sealed Blood Angel Helm of Libe"    
64    	"Sealed Blood Angel Pants of Lib"    
65    	"Sealed Blood Angel Gloves of Li"    
66    	"Light Wizard Character Card"        
67    	"Mage Character Card"                
68    	"Duration Wing Box"                  
69    	"Earring Box of Fury (Left)"         
70    	"Earring Box of Anger (Right)"       
71    	"Ghost Horse Capsule"                
72    	"Blood Angel Armor Box (1)"          
73    	"Blood Angel Armor Box (2)"          
74    	"Blood Angel Armor Box (3)"          
75    	"Blood Angel Armor Box (4)"          
76    	"Blood Angel Weapon Box"             
77    	"Blood Crafting Frame"               
78    	"Harmony Jewel Box"                  
81    	"[Bound] Brilliant Chaos Guild A"    
82    	"[Bound] Brilliant Chaos Guild C"    
83    	"Daze Crafting Frame"                
84    	"Shining Tail's Seal"                
85    	"[Bound] +13 Third Wing Box"         
86    	"[Speed] Earring Box (Right)"        
87    	"[Bound] Apocalypse Chaos Guild "    
88    	"[Bound] Apocalypse Chaos Guild "    
89    	"Sealed Blood Angel Armor of Lon"    
90    	"Sealed Blood Angel Helm of Long"    
91    	"Sealed Blood Angel Pants of Lon"    
92    	"Sealed Blood Angel Gloves of Lo"    
94    	"Artifact Enchantment Stone"         
95    	"Spider Artifact Fragment"           
96    	"Spider Artifact Type 1"             
97    	"Spider Artifact Type 2"             
98    	"Spider Artifact Type 3"             
99    	"Spider Artifact Type 4"             
100   	"Spider Artifact Type 5"             
101   	"Spider Artifact Type 6"             
102   	"Spider Artifact Type 7"             
103   	"Spider Artifact Box"                
106   	"Spider Artifact 6, 7 Box"           
107   	"Artifact Enchantment Stone Box"     
108   	"Varka Entrance Ticket"              
109   	"Boss Battle Ticket"                 
110   	"Boss Battle Bonus Box"              
112   	"Binding Frame"                      
113   	"+11 4th Wing Voucher"               
114   	"1st Wing Relic"                     
115   	"2nd Wing Relic"                     
116   	"3rd Wing Relic"                     
117   	"4th Wing Relic"                     
119   	"Seal of Ur"                         
120   	"Elixir Jar"                         
121   	"[Bound] Brilliant Amulet Box"       
122   	"Pass Ticket"                        
123   	"Gold Pass Voucher"                  
124   	"Premium Pass Voucher"               
125   	"Ruud Box (10000)"                   
126   	"[Bound] Dark Angel Horn Crystal"    
127   	"[Bound] Holy Angel Horn Crystal"    
128   	"[Bound] Awakening Soul Horn Cry"    
129   	"[Bound] Blue Eye Horn Crystal"      
130   	"[Bound] Silver Heart Horn Cryst"    
131   	"[Bound] Manticore Horn Crystal"     
132   	"[Bound] Brilliant Horn Crystal"     
133   	"[Bound] Apocalypse Horn Crystal"    
134   	"[Bound] Dark Angel Horn"            
135   	"[Bound] Holy Angel Horn"            
136   	"[Bound] Awakening Soul Horn"        
137   	"[Bound] Blue Eye Horn"              
138   	"[Bound] Silver Heart Horn"          
139   	"[Bound] Manticore Horn"             
140   	"[Bound] Brilliant Horn"             
141   	"[Bound] Apocalypse Horn"            
142   	"Tempest Muun Egg (Amplified)"       
143   	"Tempest Muun Box (Amplified)"       
144   	"Tempest Muun Evolution Stone Bo"    
145   	"Tempest Muun Egg (Wide)"            
146   	"Tempest Muun Box (Wide)"            
147   	"Tempest Muun Evolution Stone Bo"    
148   	"[Bound] 1st Wing (Cloak) Chaos "    
149   	"[Bound] 2nd Wing (Cloak) Chaos "    
150   	"[Bound] 3rd Wing (Cloak) Chaos "    
151   	"[Bound] 4th Wing (Cloak) Chaos "    
152   	"[Bound] Monster Wings (Cloak) C"    
153   	"[Bound] Event Wing Chaos Combin"    
154   	"[Bound] 2nd Wing (Cloak) Chaos "    
155   	"[Bound] 3rd Wing (Cloak) Chaos "    
156   	"[Bound] Monster Wings (Cloak) C"    
157   	"[Bound] Chaos Combination Amule"    
end
